0,patient1,patient2,patient3,patient4,patient5,patient6,patient7,patient8,patient9,patient10
HSPA5,11648.0,9174.0,7957.0,4990.0,15313.0,6059.0,6942.0,11991.0,6095.0,6418.0
HSPA6,3201.0,2748.0,27.0,210.0,1786.0,300.0,78.0,6010.0,424.0,93.0
HSPA7,84.0,114.0,0.0,13.0,163.0,12.0,4.0,267.0,12.0,2.0
HSPA8,17223.0,25267.0,14475.0,14101.0,20476.0,17557.0,14734.0,15136.0,29063.0,18504.0
HSPA9,4707.0,5292.0,3530.0,2611.0,2826.0,3422.0,3702.0,1772.0,3596.0,4203.0
HSPB1,14247.0,15449.0,18317.0,7177.0,22748.0,11799.0,7117.0,31387.0,16219.0,9267.0
HSPB11,384.0,297.0,536.0,242.0,307.0,280.0,372.0,198.0,664.0,391.0
HSPB2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0
HSPB2-C11orf52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPB3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
HSPB6,2.0,35.0,4.0,1.0,13.0,4.0,3.0,2.0,3.0,9.0
HSPB7,1.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,2.0,1.0
HSPB8,1102.0,1471.0,1866.0,1536.0,1436.0,1300.0,1033.0,1926.0,1299.0,1030.0
HSPB9,1.0,0.0,2.0,5.0,2.0,5.0,2.0,1.0,0.0,1.0
HSPBAP1,211.0,260.0,285.0,137.0,228.0,227.0,237.0,137.0,402.0,316.0
HSPBP1,316.0,645.0,622.0,235.0,348.0,396.0,323.0,151.0,558.0,320.0
HSPD1,5089.0,9990.0,5137.0,5181.0,4110.0,4605.0,4283.0,9039.0,6228.0,5414.0
HSPE1,1700.0,2356.0,2178.0,1311.0,1452.0,1300.0,1262.0,3080.0,3296.0,1659.0
HSPE1-MOB4,10.0,0.0,15.0,0.0,0.0,0.0,16.0,0.0,15.0,0.0
HSPG2,1230.0,8609.0,4310.0,2195.0,8265.0,6241.0,2255.0,3912.0,1505.0,4361.0
HSPH1,2636.0,6265.0,1202.0,3270.0,2125.0,1652.0,1599.0,9900.0,1537.0,2018.0
HTATIP2,564.0,478.0,905.0,550.0,493.0,409.0,481.0,454.0,949.0,625.0
HTATSF1,880.0,1384.0,1055.0,517.0,808.0,685.0,693.0,423.0,855.0,1032.0
HTATSF1P2,174.0,136.0,94.0,221.0,102.0,108.0,163.0,187.0,40.0,89.0
HTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR1D,2.0,7.0,7.0,9.0,0.0,3.0,6.0,7.0,0.0,2.0
HTR1E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR1F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR2A,1.0,6.0,1.0,6.0,3.0,4.0,2.0,4.0,2.0,3.0
HTR2A-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR2B,1.0,3.0,91.0,38.0,28.0,8.0,3.0,13.0,6.0,3.0
HTR2C,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
HTR3A,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0
HTR3B,11.0,41.0,29.0,35.0,25.0,28.0,31.0,50.0,10.0,22.0
HTR3C,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
HTR3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR3E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR4,0.0,0.0,10.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
HTR5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HTR5A-AS1,5.0,8.0,15.0,20.0,4.0,13.0,4.0,18.0,2.0,10.0
HTR6,1.0,2.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0
HTR7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
HTR7P1,55.0,91.0,43.0,41.0,44.0,51.0,52.0,51.0,41.0,62.0
HTRA1,1554.0,1317.0,3341.0,891.0,2979.0,1478.0,1310.0,1235.0,2796.0,1232.0
HTRA2,898.0,1131.0,606.0,297.0,392.0,703.0,457.0,396.0,584.0,524.0
HTRA3,3.0,47.0,1.0,27.0,1.0,4.0,3.0,24.0,18.0,5.0
HTRA4,57.0,104.0,59.0,124.0,58.0,86.0,81.0,134.0,13.0,48.0
HTT,240.0,446.0,270.0,270.0,284.0,400.0,306.0,392.0,153.0,330.0
HTT-AS,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
HULC,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
HUNK,55.0,55.0,48.0,80.0,40.0,69.0,65.0,101.0,21.0,40.0
HUS1,549.0,743.0,676.0,442.0,622.0,647.0,676.0,566.0,637.0,661.0
HUS1B,3.0,7.0,4.0,0.0,2.0,3.0,7.0,1.0,10.0,6.0
HUWE1,458.0,2517.0,1394.0,1125.0,1255.0,1624.0,1173.0,840.0,609.0,1469.0
HVCN1,184.0,304.0,180.0,68.0,134.0,174.0,132.0,130.0,207.0,171.0
HYAL1,75.0,202.0,219.0,151.0,117.0,194.0,99.0,132.0,170.0,154.0
HYAL2,2557.0,5958.0,7595.0,3473.0,5631.0,5682.0,2705.0,1373.0,4511.0,2494.0
HYAL3,31.0,73.0,46.0,32.0,65.0,26.0,37.0,8.0,68.0,49.0
HYAL4,5.0,51.0,3.0,22.0,12.0,16.0,13.0,24.0,8.0,10.0
HYALP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDIN,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDIN2,0.0,10.0,8.0,11.0,7.0,4.0,11.0,21.0,2.0,2.0
HYI,136.0,156.0,169.0,95.0,105.0,90.0,92.0,157.0,126.0,124.0
HYKK,31.0,47.0,48.0,21.0,37.0,23.0,30.0,10.0,44.0,40.0
HYLS1,43.0,79.0,141.0,74.0,116.0,110.0,85.0,61.0,190.0,127.0
HYMAI,28.0,9.0,8.0,38.0,10.0,25.0,15.0,55.0,9.0,13.0
HYOU1,287.0,349.0,240.0,126.0,337.0,334.0,251.0,244.0,243.0,370.0
HYPK,273.0,702.0,245.0,433.0,306.0,240.0,381.0,431.0,199.0,255.0
HYPM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAH1,84.0,72.0,231.0,93.0,187.0,116.0,119.0,137.0,276.0,159.0
IAPP,5.0,17.0,10.0,30.0,7.0,7.0,12.0,20.0,0.0,4.0
IARS,928.0,1900.0,874.0,823.0,1044.0,1245.0,1064.0,417.0,1175.0,1423.0
IARS2,1121.0,1505.0,1117.0,610.0,1400.0,1103.0,1082.0,527.0,1674.0,1631.0
IBA57,217.0,316.0,246.0,308.0,221.0,317.0,280.0,333.0,178.0,211.0
IBA57-AS1,3.0,5.0,4.0,3.0,7.0,7.0,3.0,1.0,2.0,2.0
IBSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBTK,652.0,1348.0,954.0,820.0,769.0,829.0,980.0,457.0,637.0,1216.0
ICA1,2320.0,3328.0,2597.0,1880.0,2148.0,1926.0,2188.0,937.0,2806.0,1769.0
ICA1L,136.0,214.0,179.0,255.0,229.0,277.0,195.0,170.0,178.0,164.0
ICAM1,125248.0,299360.0,129680.0,97323.0,99347.0,172348.0,130626.0,15645.0,64331.0,114017.0
ICAM2,1637.0,3972.0,4828.0,2099.0,1896.0,2220.0,1744.0,2648.0,2486.0,1345.0
ICAM3,61.0,171.0,208.0,70.0,153.0,112.0,84.0,76.0,193.0,103.0
ICAM4,246.0,586.0,90.0,179.0,56.0,223.0,240.0,101.0,132.0,205.0
ICAM5,155.0,441.0,55.0,78.0,118.0,171.0,136.0,156.0,47.0,84.0
ICE1,461.0,864.0,513.0,453.0,373.0,547.0,534.0,301.0,374.0,554.0
ICE2,655.0,1594.0,1056.0,755.0,1098.0,1091.0,961.0,669.0,1124.0,1360.0
ICK,120.0,282.0,184.0,136.0,174.0,195.0,217.0,164.0,161.0,228.0
ICMT,516.0,713.0,924.0,484.0,1043.0,812.0,711.0,408.0,1227.0,1006.0
ICOS,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,3.0
ICOSLG,24.0,43.0,16.0,14.0,37.0,30.0,19.0,11.0,11.0,31.0
ICT1,123.0,186.0,362.0,132.0,170.0,157.0,144.0,99.0,356.0,192.0
ID1,1963.0,3735.0,1806.0,637.0,2141.0,1727.0,1511.0,1031.0,2956.0,1592.0
ID2,3768.0,2331.0,2673.0,1065.0,2296.0,1566.0,1760.0,2740.0,3470.0,2344.0
ID2-AS1,25.0,8.0,34.0,16.0,16.0,18.0,18.0,13.0,34.0,29.0
ID3,3223.0,5248.0,3055.0,1355.0,4224.0,3685.0,3990.0,3966.0,10028.0,4117.0
ID4,576.0,108.0,100.0,3.0,3.0,146.0,391.0,109.0,536.0,781.0
IDE,469.0,675.0,367.0,287.0,630.0,425.0,421.0,243.0,424.0,704.0
IDH1,376.0,491.0,682.0,302.0,658.0,465.0,557.0,138.0,711.0,672.0
IDH1-AS1,6.0,0.0,2.0,1.0,0.0,5.0,1.0,5.0,1.0,3.0
IDH2,411.0,550.0,566.0,177.0,460.0,252.0,316.0,223.0,577.0,470.0
IDH3A,896.0,717.0,675.0,462.0,643.0,787.0,782.0,321.0,933.0,1023.0
IDH3B,1027.0,1459.0,1717.0,702.0,1320.0,1121.0,1003.0,544.0,1735.0,1145.0
IDH3G,550.0,881.0,1189.0,419.0,792.0,732.0,617.0,372.0,1032.0,756.0
IDI1,3020.0,2248.0,1371.0,1213.0,1239.0,1159.0,2021.0,902.0,2273.0,2041.0
IDI2,22.0,67.0,19.0,15.0,3.0,18.0,18.0,4.0,15.0,18.0
IDI2-AS1,139.0,127.0,23.0,69.0,48.0,58.0,86.0,93.0,81.0,51.0
IDNK,111.0,146.0,254.0,118.0,195.0,139.0,122.0,81.0,268.0,180.0
IDO1,14.0,17.0,35.0,20.0,21.0,15.0,11.0,15.0,16.0,15.0
IDO2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IDS,1554.0,2496.0,1249.0,951.0,1437.0,1621.0,1406.0,705.0,1241.0,2056.0
IDUA,315.0,724.0,568.0,230.0,444.0,343.0,211.0,253.0,237.0,214.0
IER2,11187.0,29433.0,17746.0,5797.0,26548.0,14905.0,8343.0,9380.0,29486.0,14554.0
IER3,14177.0,17815.0,26117.0,14277.0,16662.0,18263.0,13500.0,4656.0,8863.0,16000.0
IER3IP1,1102.0,910.0,1745.0,718.0,1323.0,958.0,1328.0,685.0,2436.0,1564.0
IER5,6737.0,9645.0,4529.0,3195.0,5487.0,6706.0,6912.0,2492.0,7006.0,5266.0
IER5L,187.0,148.0,91.0,37.0,84.0,74.0,104.0,574.0,217.0,35.0
IFFO1,231.0,484.0,361.0,165.0,407.0,390.0,235.0,117.0,361.0,229.0
IFFO2,129.0,63.0,24.0,24.0,28.0,88.0,62.0,252.0,59.0,194.0
IFI16,13064.0,13499.0,11359.0,7090.0,5422.0,9635.0,9516.0,6356.0,8095.0,9129.0
IFI27,15323.0,16247.0,21204.0,9670.0,12256.0,11809.0,11420.0,8981.0,20820.0,8882.0
IFI27L1,170.0,171.0,221.0,131.0,151.0,156.0,100.0,108.0,231.0,97.0
IFI27L2,77.0,88.0,130.0,44.0,69.0,90.0,80.0,134.0,202.0,63.0
IFI30,436.0,539.0,515.0,225.0,611.0,263.0,351.0,519.0,794.0,487.0
IFI35,536.0,1032.0,888.0,468.0,478.0,609.0,388.0,282.0,716.0,456.0
IFI44,2357.0,3833.0,1434.0,2041.0,1394.0,1268.0,1702.0,986.0,1704.0,1469.0
IFI44L,2177.0,3881.0,1049.0,2309.0,1421.0,1220.0,1874.0,979.0,1109.0,1942.0
IFI6,973.0,2286.0,1385.0,1669.0,1339.0,1297.0,1448.0,1357.0,2372.0,1122.0
IFIH1,1374.0,3201.0,1707.0,1726.0,1093.0,1409.0,1623.0,1037.0,915.0,1462.0
IFIT1,1827.0,5408.0,2037.0,1587.0,2731.0,1352.0,2168.0,1355.0,2887.0,1949.0
IFIT1B,0.0,1.0,3.0,5.0,1.0,0.0,1.0,1.0,0.0,2.0
IFIT2,739.0,1338.0,1083.0,1561.0,3231.0,438.0,857.0,1235.0,1063.0,678.0
IFIT3,1990.0,6935.0,4132.0,4205.0,4329.0,1725.0,3941.0,798.0,3736.0,3252.0
IFIT5,962.0,2627.0,1181.0,820.0,1030.0,902.0,1207.0,664.0,1042.0,1351.0
IFITM1,17303.0,18474.0,28011.0,15222.0,14276.0,13881.0,14829.0,13349.0,28890.0,12936.0
IFITM10,16.0,0.0,13.0,3.0,27.0,5.0,8.0,5.0,11.0,11.0
IFITM2,7008.0,8325.0,19909.0,7946.0,9119.0,7365.0,6484.0,7625.0,13385.0,5883.0
IFITM3,20614.0,32740.0,49465.0,22777.0,30884.0,20479.0,20890.0,17196.0,28975.0,15913.0
IFITM4P,3.0,0.0,1.0,2.0,0.0,1.0,1.0,9.0,0.0,0.0
IFITM5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IFNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA22P,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0
IFNA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNA8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNAR1,2214.0,2140.0,2165.0,1589.0,1744.0,1672.0,2337.0,1149.0,2018.0,2437.0
IFNAR2,745.0,1486.0,1258.0,775.0,1267.0,986.0,1224.0,475.0,1503.0,1379.0
IFNB1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IFNE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNG,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0
IFNG-AS1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNGR1,6943.0,7440.0,5960.0,3877.0,4850.0,5006.0,5396.0,3898.0,6777.0,6710.0
IFNGR2,5368.0,4753.0,3240.0,2251.0,2515.0,3110.0,3096.0,1327.0,2361.0,2782.0
IFNK,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0
IFNL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNLR1,51.0,30.0,12.0,32.0,10.0,18.0,22.0,46.0,21.0,47.0
IFNW1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFRD1,4350.0,2593.0,1079.0,1322.0,1178.0,2006.0,1648.0,2974.0,1257.0,1362.0
IFRD2,717.0,908.0,714.0,434.0,450.0,686.0,399.0,259.0,921.0,564.0
IFT122,288.0,832.0,298.0,219.0,306.0,482.0,251.0,180.0,420.0,379.0
IFT140,136.0,255.0,201.0,105.0,161.0,227.0,187.0,93.0,107.0,203.0
IFT172,271.0,322.0,239.0,184.0,217.0,396.0,182.0,185.0,177.0,241.0
IFT20,667.0,557.0,816.0,273.0,420.0,434.0,341.0,651.0,776.0,438.0
IFT22,158.0,248.0,283.0,146.0,160.0,215.0,173.0,171.0,369.0,202.0
IFT27,104.0,97.0,94.0,44.0,94.0,110.0,96.0,64.0,90.0,79.0
IFT43,440.0,559.0,515.0,296.0,273.0,272.0,326.0,226.0,391.0,206.0
IFT46,173.0,133.0,332.0,126.0,153.0,218.0,251.0,87.0,357.0,238.0
IFT52,520.0,976.0,809.0,362.0,571.0,492.0,587.0,322.0,1017.0,683.0
IFT57,1392.0,1707.0,1293.0,602.0,814.0,1128.0,1135.0,864.0,1430.0,1215.0
IFT74,316.0,600.0,684.0,309.0,391.0,399.0,488.0,288.0,684.0,570.0
IFT74-AS1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
IFT80,207.0,272.0,181.0,154.0,177.0,188.0,168.0,121.0,198.0,240.0
IFT81,161.0,205.0,184.0,128.0,137.0,170.0,235.0,166.0,268.0,213.0
IFT88,403.0,495.0,376.0,248.0,221.0,362.0,364.0,300.0,385.0,411.0
IGBP1,582.0,682.0,1089.0,467.0,751.0,643.0,640.0,434.0,1177.0,636.0
IGBP1P1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
IGDCC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
IGDCC4,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0
IGF1,17.0,40.0,27.0,26.0,13.0,11.0,22.0,31.0,8.0,12.0
IGF1R,436.0,1124.0,432.0,451.0,384.0,827.0,810.0,438.0,373.0,774.0
IGF2,449.0,918.0,2955.0,828.0,703.0,1460.0,1223.0,791.0,233.0,433.0
IGF2-AS,0.0,9.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
IGF2BP1,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IGF2BP2,289.0,378.0,160.0,213.0,177.0,370.0,268.0,387.0,207.0,251.0
IGF2BP2-AS1,15.0,20.0,16.0,42.0,10.0,23.0,23.0,47.0,7.0,12.0
IGF2BP3,12.0,20.0,16.0,10.0,59.0,3.0,6.0,7.0,3.0,9.0
IGF2R,659.0,962.0,523.0,607.0,566.0,866.0,583.0,1047.0,343.0,823.0
IGFALS,0.0,20.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0
IGFBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP2,1465.0,2790.0,3211.0,775.0,1325.0,1303.0,1044.0,2331.0,3104.0,1170.0
IGFBP3,361.0,687.0,6771.0,559.0,956.0,268.0,431.0,621.0,802.0,770.0
IGFBP4,17820.0,30127.0,38674.0,14967.0,29206.0,25019.0,17768.0,10001.0,26332.0,20962.0
IGFBP5,52.0,25.0,12.0,4.0,9.0,20.0,72.0,6.0,110.0,185.0
IGFBP6,24.0,34.0,109.0,28.0,78.0,41.0,14.0,57.0,45.0,33.0
IGFBP7,20467.0,16189.0,34550.0,16841.0,32068.0,14854.0,13382.0,18492.0,29639.0,22821.0
IGFBP7-AS1,54.0,88.0,92.0,139.0,76.0,64.0,72.0,171.0,43.0,50.0
IGFBPL1,22.0,53.0,26.0,44.0,27.0,22.0,34.0,37.0,9.0,10.0
IGFL1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0
IGFL2,3.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,9.0,9.0
IGFL3,5.0,4.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,7.0
IGFL4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IGFLR1,37.0,28.0,32.0,12.0,24.0,24.0,17.0,62.0,45.0,14.0
IGFN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGHMBP2,178.0,322.0,187.0,192.0,212.0,187.0,215.0,293.0,199.0,182.0
IGIP,5.0,52.0,35.0,19.0,15.0,21.0,33.0,12.0,16.0,42.0
IGLL1,87.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,1.0,7.0
IGLL3P,39.0,22.0,0.0,1.0,2.0,0.0,5.0,7.0,1.0,3.0
IGLL5,1096.0,0.0,23.0,1.0,0.0,38.0,45.0,1.0,1.0,68.0
IGLON5,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
IGSF1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
IGSF10,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
IGSF11,4.0,3.0,3.0,3.0,0.0,10.0,8.0,5.0,5.0,8.0
IGSF11-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGSF21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IGSF22,13.0,19.0,6.0,2.0,5.0,15.0,18.0,20.0,8.0,9.0
IGSF23,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0
IGSF3,40.0,9.0,6.0,0.0,0.0,30.0,42.0,13.0,23.0,64.0
IGSF5,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,4.0
IGSF6,5.0,6.0,0.0,2.0,1.0,0.0,2.0,4.0,2.0,6.0
IGSF8,319.0,433.0,198.0,119.0,170.0,297.0,185.0,215.0,269.0,341.0
IGSF9,55.0,15.0,2.0,3.0,1.0,21.0,37.0,24.0,24.0,57.0
IGSF9B,16.0,103.0,33.0,40.0,44.0,63.0,29.0,45.0,6.0,17.0
IHH,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
IK,2117.0,2984.0,3404.0,1320.0,1986.0,2157.0,1931.0,1098.0,2572.0,1912.0
IKBIP,1092.0,1373.0,1775.0,503.0,1003.0,844.0,930.0,707.0,1539.0,1136.0
IKBKAP,756.0,1221.0,410.0,427.0,309.0,709.0,493.0,383.0,320.0,651.0
IKBKB,873.0,1169.0,770.0,621.0,773.0,1180.0,661.0,799.0,697.0,835.0
IKBKE,46.0,34.0,36.0,16.0,35.0,15.0,22.0,37.0,27.0,26.0
IKBKG,316.0,489.0,377.0,177.0,345.0,395.0,273.0,205.0,281.0,261.0
IKZF1,0.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,4.0,5.0
IKZF2,91.0,36.0,34.0,29.0,34.0,35.0,87.0,65.0,42.0,166.0
IKZF3,95.0,258.0,143.0,309.0,140.0,201.0,155.0,293.0,55.0,97.0
IKZF4,33.0,49.0,31.0,25.0,35.0,31.0,30.0,36.0,37.0,44.0
IKZF5,608.0,709.0,375.0,333.0,406.0,452.0,463.0,364.0,580.0,744.0
IL10,23.0,47.0,17.0,37.0,15.0,28.0,29.0,45.0,18.0,18.0
IL10RA,76.0,0.0,2.0,2.0,3.0,7.0,14.0,1.0,4.0,13.0
IL10RB,1045.0,1111.0,1100.0,480.0,887.0,947.0,977.0,466.0,1362.0,1170.0
IL10RB-AS1,8.0,7.0,2.0,0.0,7.0,7.0,9.0,5.0,8.0,5.0
IL11,5.0,10.0,10.0,16.0,10.0,6.0,12.0,16.0,3.0,8.0
IL11RA,121.0,207.0,156.0,95.0,153.0,135.0,113.0,106.0,171.0,138.0
IL12A,25.0,31.0,28.0,8.0,21.0,8.0,16.0,18.0,22.0,26.0
IL12A-AS1,5.0,5.0,5.0,14.0,6.0,9.0,12.0,3.0,1.0,1.0
IL12B,1.0,8.0,2.0,9.0,6.0,2.0,7.0,12.0,0.0,5.0
IL12RB1,32.0,100.0,49.0,127.0,44.0,80.0,65.0,137.0,21.0,36.0
IL12RB2,33.0,18.0,9.0,7.0,3.0,11.0,12.0,4.0,4.0,19.0
IL13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
IL13RA1,1391.0,2058.0,1930.0,1638.0,2063.0,1773.0,1591.0,1237.0,1825.0,2458.0
IL13RA2,2.0,0.0,16.0,9.0,7.0,1.0,3.0,5.0,6.0,2.0
IL15,764.0,993.0,1051.0,516.0,858.0,570.0,693.0,475.0,934.0,731.0
IL15RA,241.0,374.0,717.0,239.0,328.0,233.0,133.0,191.0,370.0,227.0
IL16,123.0,218.0,58.0,35.0,80.0,60.0,94.0,20.0,158.0,160.0
IL17A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17B,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IL17C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17D,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,6.0,0.0
IL17F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17RA,406.0,937.0,531.0,388.0,560.0,454.0,303.0,256.0,331.0,391.0
IL17RB,32.0,61.0,42.0,56.0,47.0,36.0,29.0,31.0,46.0,67.0
IL17RC,264.0,453.0,260.0,110.0,272.0,256.0,194.0,121.0,315.0,292.0
IL17RD,115.0,173.0,200.0,86.0,155.0,117.0,172.0,145.0,123.0,221.0
IL17RE,2.0,2.0,0.0,1.0,0.0,10.0,11.0,3.0,8.0,10.0
IL17REL,4.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
IL18,115.0,15.0,23.0,16.0,8.0,40.0,89.0,73.0,159.0,154.0
IL18BP,496.0,973.0,861.0,423.0,710.0,652.0,516.0,534.0,520.0,595.0
IL18R1,487.0,514.0,206.0,292.0,214.0,352.0,458.0,145.0,176.0,314.0
IL18RAP,7.0,0.0,2.0,2.0,10.0,5.0,11.0,5.0,2.0,5.0
IL19,0.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0
IL1A,18.0,0.0,0.0,0.0,10.0,0.0,11.0,3.0,11.0,14.0
IL1B,1.0,0.0,0.0,0.0,3.0,7.0,34.0,0.0,24.0,27.0
IL1F10,0.0,2.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0
IL1R1,7029.0,11033.0,6540.0,4983.0,8167.0,6923.0,7230.0,3423.0,4686.0,8048.0
IL1R2,62.0,48.0,16.0,9.0,16.0,24.0,14.0,37.0,32.0,33.0
IL1RAP,373.0,345.0,178.0,147.0,214.0,234.0,319.0,131.0,188.0,503.0
IL1RAPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1RAPL2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1RL1,115.0,8.0,26.0,49.0,40.0,23.0,48.0,35.0,42.0,64.0
IL1RL2,19.0,0.0,1.0,1.0,5.0,3.0,10.0,5.0,9.0,21.0
